idade,estado,escolaridade,renda_mensal,tempo_emprego_anos,score_credito,valor_solicitado,prazo_meses,finalidade,dividas_ativas,inadimplente
61,RJ,Pós-graduação,4138.49,20,625,5575.82,60,Educação,0,0
26,MG,Ensino Médio,3787.11,7,636,24205.31,24,Reforma,1,0
72,AM,Ensino Médio,12351.54,6,764,50000.0,60,Educação,1,0
37,PB,Ensino Médio,4066.34,21,636,9354.19,18,Outros,1,0
48,AC,Ensino Superior,3678.48,16,555,23945.95,24,Outros,3,0
33,RN,Ensino Fundamental,4363.41,21,622,4208.22,48,Reforma,5,1
72,PR,Ensino Médio,8064.45,16,549,13327.88,60,Reforma,1,1
71,GO,Ensino Médio,10414.04,1,621,5487.0,36,Reforma,1,0
19,AC,Pós-graduação,2865.97,3,720,33612.44,36,Viagem,0,0
73,DF,Ensino Superior,2344.14,2,593,23412.99,18,Veículo,2,0
33,MA,Ensino Médio,4097.54,7,756,19001.91,36,Veículo,0,0
58,RN,Ensino Superior,7694.62,12,589,11981.88,48,Veículo,2,0
25,GO,Pós-graduação,5011.45,2,427,22704.86,24,Veículo,3,1
57,ES,Ensino Superior,4438.03,18,550,12916.11,12,Viagem,2,0
67,RJ,Ensino Fundamental,4324.69,23,576,20297.3,18,Reforma,3,0
35,RR,Ensino Médio,7025.63,14,514,16351.33,36,Reforma,5,1
41,TO,Ensino Superior,5708.24,9,708,7593.0,18,Educação,6,0
59,RN,Ensino Superior,3587.22,7,683,20215.91,12,Saúde,0,0
19,RS,Ensino Superior,6850.72,3,579,7528.87,12,Saúde,0,0
63,PR,Ensino Médio,2257.78,12,621,21193.06,12,Educação,0,1
37,SE,Ensino Superior,3359.27,25,568,4105.04,24,Educação,0,0
51,SE,Ensino Médio,3061.37,11,761,13425.41,60,Educação,0,0
47,ES,Pós-graduação,9596.81,4,694,18767.36,12,Reforma,4,0
31,PR,Ensino Superior,4420.74,18,648,16068.79,6,Veículo,2,1
48,ES,Ensino Médio,6715.58,1,721,3447.53,18,Viagem,2,0
70,AC,Ensino Superior,3018.1,16,556,8813.5,24,Reforma,0,0
48,ES,Ensino Médio,3027.34,16,467,4782.31,18,Veículo,0,0
64,MG,Ensino Médio,6605.22,4,620,14756.22,24,Reforma,3,1
41,GO,Ensino Médio,9154.28,25,632,11570.27,60,Viagem,4,0
34,PE,Ensino Fundamental,18778.43,21,849,24702.04,24,Reforma,2,0
31,BA,Ensino Superior,4562.77,4,747,14939.33,24,Reforma,0,0
31,RR,Ensino Médio,1440.8,17,613,6440.88,12,Reforma,1,0
43,RS,Ensino Superior,4940.7,4,767,17769.91,36,Educação,3,1
30,AP,Pós-graduação,2326.1,20,693,7987.42,24,Viagem,2,0
70,RO,Ensino Médio,3008.36,8,641,10677.76,24,Veículo,4,0
65,PE,Ensino Médio,2304.61,16,647,9108.34,36,Veículo,1,1
52,RN,Ensino Superior,2223.84,7,629,44211.38,24,Viagem,0,1
32,PR,Pós-graduação,6928.62,17,645,9901.28,60,Veículo,1,0
19,GO,Ensino Superior,4989.04,3,618,3999.74,12,Reforma,2,0
44,PB,Pós-graduação,9540.89,11,661,21342.7,6,Saúde,3,1
37,AM,Pós-graduação,5535.93,11,679,14609.37,36,Veículo,0,0
48,RO,Ensino Médio,6973.54,13,697,3614.0,60,Outros,2,1
57,SP,Ensino Superior,3648.43,14,612,19286.22,36,Reforma,1,0
48,PR,Ensino Médio,8570.5,4,713,21226.32,24,Veículo,3,1
60, PI  ,Ensino Superior,7694.91,25,797,7187.16,36,Outros,2,0
23,SE,Ensino Superior,11762.87,16,727,8254.92,36,Reforma,1,0
43,RR,Ensino Superior,1019.78,7,597,6530.46,24,Veículo,2,0
30,SE,Ensino Médio,8872.57,2,803,10096.74,24,Educação,0,0
32,AP,Ensino Médio,13387.88,15,787,33674.04,36,Saúde,1,0
68,AL,Ensino Superior,1089.93,20,665,12576.66,48,Veículo,3,0
25,SC,Ensino Superior,4829.6,24,627,5071.86,36,Saúde,0,0
25,MT,Ensino Médio,3503.31,10,796,18057.86,36,Viagem,1,0
53,PA,Ensino Superior,44124.83,3,787,21727.32,60,Saúde,5,0
44,AL,Ensino Médio,7040.3,15,780,10253.12,36,Veículo,5,0
60,ES,Ensino Fundamental,3990.96,12,703,40428.2,48,Educação,2,0
65,PB,Ensino Médio,2988.86,7,674,21245.19,18,Reforma,1,1
70,MS,Ensino Médio,9525.19,7,668,9217.29,6,Saúde,2,0
42,DF,Ensino Superior,3812.96,3,641,13567.78,24,Viagem,0,0
36,ES,Ensino Médio,2808.88,8,660,15650.6,12,Reforma,0,0
60,MS,Ensino Médio,3820.9,9,699,6458.63,24,Educação,1,0
20,PR,Pós-graduação,1429.34,14,590,15279.63,24,Outros,0,1
24,SC,Ensino Médio,9422.42,22,750,37927.18,36,Viagem,4,0
54,DF,Ensino Superior,3137.11,22,647,34029.02,18,Reforma,7,1
65,MG,Ensino Médio,2089.06,21,589,11219.32,60,Outros,2,0
60,DF,Ensino Superior,30000.0,24,736,9075.83,12,Educação,1,0
70,SE,Ensino Superior,12349.0,21,648,7248.6,36,Veículo,4,0
35,RN,Ensino Médio,1995.55,11,647,11502.15,48,Outros,0,0
68,MG,Ensino Superior,4502.38,8,595,3624.0,24,Saúde,0,0
49,MG,Ensino Superior,8836.09,17,534,30526.47,24,Saúde,3,1
71,PB,Ensino Fundamental,6203.68,2,609,9800.39,36,Viagem,0,0
37,RR,Ensino Superior,7312.97,20,518,9651.69,12,Reforma,0,1
21,BA,Ensino Superior,5109.24,19,633,11294.4,18,Outros,4,0
42,PA,Ensino Médio,5726.87,1,673,12723.71,36,Viagem,0,0
34,PA,Ensino Superior,1642.91,17,558,16873.98,36,Veículo,1,0
75,MS,Pós-graduação,16502.52,24,700,8064.24,48,Veículo,1,0
46,CE,Ensino Superior,3942.18,7,592,9603.29,24,Viagem,3,1
25,PA,Pós-graduação,1723.33,21,600,25358.72,48,Outros,1,0
64,PE,Ensino Superior,6994.29,3,702,21579.89,24,Reforma,4,0
71,RN,Ensino Médio,900.0,18,589,22466.31,36,Reforma,0,0
22,DF,Ensino Médio,15029.7,21,613,10646.81,18,Saúde,0,0
58,GO,Ensino Superior,2506.69,17,546,5457.46,12,Outros,2,1
31,BA,Ensino Médio,2451.54,18,730,6074.11,24,Outros,2,1
22,PA,Ensino Fundamental,28731.73,2,716,8461.74,60,Outros,0,0
73,PB,Ensino Superior,4133.82,12,629,10053.8,36,Outros,0,0
70,RJ,Ensino Médio,5103.82,6,811,25719.45,12,Saúde,0,0
33,GO,Ensino Médio,8352.79,5,721,21146.61,24,Saúde,1,0
52,AM,Ensino Superior,1865.17,7,709,13941.74,18,Educação,1,0
61,MT,Ensino Superior,1424.46,25,684,8555.87,24,Saúde,0,1
48,DF,Ensino Médio,8965.07,23,828,19462.11,12,Viagem,2,0
44,ES,Ensino Médio,3108.96,5,547,13505.14,24,Outros,2,1
33,CE,Ensino Médio,4039.82,8,579,9687.83,12,Viagem,0,0
30,PA,Ensino Médio,2207.82,23,578,16007.19,24,Educação,3,0
30,PR,Ensino Médio,3979.7,11,673,8566.64,48,Reforma,0,1
47,RO,Ensino Médio,6717.9,13,619,10555.8,6,Viagem,0,1
32,MT,Ensino Fundamental,2386.12,6,699,9947.91,60,Saúde,0,0
63,PE,Ensino Superior,11389.06,22,739,19977.91,36,Reforma,0,0
57,PR,Ensino Médio,1542.71,10,691,11314.91,36,Saúde,0,0
46,PA,Ensino Superior,5249.62,20,523,8649.06,12,Veículo,5,1
35,AM,Ensino Médio,5345.05,20,597,39145.02,18,Veículo,4,0
63, SC ,Ensino Médio,10160.63,18,586,17139.99,12,Veículo,0,0
23,MG,Ensino Médio,2811.85,5,684,43688.53,18,Outros,0,1
73,PA,Ensino Médio,8505.17,4,621,15506.94,48,Veículo,0,0
41,AL,Ensino Médio,2715.86,16,543,21042.85,48,Educação,0,1
65,TO,Ensino Médio,2636.64,13,679,5704.32,12,Viagem,3,0
31,RO,Ensino Médio,2500.86,8,645,19072.83,48,Reforma,1,0
72,TO,Ensino Médio,6557.92,25,683,8126.21,36,Reforma,1,0
70,MS,Pós-graduação,5868.1,6,687,17344.76,24,Veículo,2,0
54,RN,Ensino Médio,902.95,8,653,4541.57,24,Reforma,4,1
50,SC,Pós-graduação,11117.3,3,696,13454.45,60,Reforma,4,1
65,AP,Ensino Superior,6164.62,15,619,13304.08,36,Educação,1,0
28,TO,Ensino Médio,7501.37,13,623,14974.87,18,Saúde,0,0
32,MA,Ensino Médio,1485.0,14,608,7697.53,6,Outros,3,1
60,MA,Pós-graduação,3671.43,24,675,25437.7,12,Outros,0,0
23,PB,Ensino Médio,14700.67,7,762,5985.1,48,Educação,1,0
45,CE,Ensino Médio,3292.5,5,644,6368.77,24,Viagem,3,1
41,TO,Ensino Médio,8943.63,9,543,17049.06,24,Reforma,3,1
51,SP,Ensino Médio,3454.28,13,506,13714.94,36,Reforma,5,1
18,PB,Ensino Médio,2014.19,3,649,11428.84,6,Reforma,2,1
24,ES,Ensino Superior,3660.54,2,776,8680.1,36,Veículo,1,0
44, TO ,Ensino Superior,6024.83,18,544,5315.82,36,Veículo,2,0
23,MT,Ensino Médio,5352.56,22,568,14169.85,12,Veículo,3,0
26,RO,Ensino Médio,4208.63,12,571,7252.02,36,Educação,3,1
18,DF,Ensino Fundamental,10361.16,1,489,12657.56,36,Veículo,1,1
59,MS,Ensino Superior,1819.64,19,700,8426.9,36,Reforma,1,0
44,AC,Ensino Superior,8554.68,4,771,7698.94,18,Educação,4,0
47,PI,Ensino Médio,3990.7,25,666,12008.62,36,Reforma,7,1
43,PI,Ensino Superior,2820.95,8,786,12178.38,12,Saúde,4,0
55,DF,Pós-graduação,14679.81,20,517,12180.85,48,Veículo,1,0
19,RN,Ensino Médio,4284.2,2,640,14660.28,24,Veículo,0,0
67,BA,Ensino Superior,4935.26,3,466,8112.72,18,Veículo,1,1
75,CE,Ensino Superior,908.42,13,723,6093.58,18,Saúde,3,1
74,CE,Pós-graduação,2341.05,10,559,6343.57,36,Viagem,0,1
67,AP,Ensino Superior,8056.82,12,658,12696.4,6,Educação,2,0
66,CE,Ensino Superior,4937.46,2,335,16054.5,36,Veículo,2,1
49,GO,Ensino Médio,4770.33,2,567,21323.46,36,Veículo,1,1
28,AM,Ensino Superior,5005.94,24,670,10041.07,12,Viagem,2,0
36,MT,Ensino Superior,4361.61,9,663,21948.53,18,Reforma,6,1
72,DF,Ensino Médio,2943.74,4,754,13607.96,12,Saúde,2,1
75,MT,Ensino Médio,3839.22,1,672,10184.19,12,Viagem,1,0
34,MS,Pós-graduação,5828.94,6,693,3886.39,12,Veículo,1,0
63,RJ,Pós-graduação,1712.41,7,820,4924.86,24,Veículo,4,0
36,AL,Ensino Superior,3748.17,14,740,4703.34,24,Reforma,0,0
34,PR,Ensino Superior,1714.61,13,525,10891.3,48,Reforma,0,1
72,MT,Ensino Médio,2077.79,14,488,21732.66,18,Veículo,0,1
29,RR,Pós-graduação,4527.59,19,693,15242.76,18,Reforma,4,1
39,MG,Ensino Superior,4647.69,10,777,12846.35,36,Reforma,2,0
51,RS,Ensino Médio,7895.68,2,521,19735.81,12,Educação,0,1
50,PB,Ensino Superior,6926.27,23,578,24590.56,36,Saúde,1,0
44,MG,Ensino Médio,2616.58,10,539,17581.11,18,Veículo,3,1
39,PR,Ensino Médio,1645.89,10,779,22226.63,12,Reforma,5,1
60,PE,Ensino Fundamental,5630.9,11,617,32217.29,24,Educação,5,1
27,RR,Ensino Médio,2978.87,20,641,28290.06,18,Reforma,4,1
49,PR,Ensino Médio,6102.2,12,699,12754.39,48,Reforma,3,0
40,DF,Ensino Superior,900.0,5,588,15095.46,18,Veículo,0,1
70,MG,Ensino Médio,1301.24,10,559,12240.96,36,Educação,0,0
40,PR,Ensino Superior,1271.76,6,468,12992.91,36,Outros,0,1
31,AC,Ensino Médio,9882.55,11,845,18264.2,36,Veículo,3,0
64,SC,Pós-graduação,2175.94,7,850,9995.03,12,Reforma,0,0
70,SC,Ensino Superior,1888.38,10,633,3457.24,36,Veículo,0,0
65,RJ,Ensino Superior,3652.24,13,561,8271.37,12,Veículo,5,1
24,RN,Ensino Médio,9489.61,18,732,27611.87,36,Viagem,1,0
60,DF,Ensino Médio,9190.47,11,638,4200.29,48,Saúde,1,0
69,SC,Ensino Fundamental,5181.03,20,605,12530.45,60,Reforma,1,0
52,PR,Ensino Superior,8498.62,9,541,15730.72,36,Viagem,0,1
48,PB,Ensino Médio,2655.59,1,716,6074.72,12,Saúde,0,0
51,PI,Pós-graduação,7545.22,23,568,16759.61,60,Saúde,2,1
24,AP,Ensino Superior,5197.0,15,560,6684.0,6,Educação,4,1
19,ES,Ensino Fundamental,4516.44,8,714,12130.92,36,Saúde,2,1
40,RN,Ensino Superior,2937.21,19,548,24967.86,36,Viagem,2,0
23,RJ,Ensino Superior,4504.74,3,616,3731.13,36,Reforma,0,1
20,BA,Pós-graduação,4621.11,9,553,9791.4,24,Reforma,1,0
50,AM,Ensino Superior,1779.23,24,744,4314.13,36,Educação,1,0
22,SC,Ensino Superior,3374.96,11,761,8366.84,24,Veículo,0,0
43,AM,Ensino Superior,8029.95,24,705,6219.83,18,Veículo,0,0
25, MG ,Ensino Superior,8489.83,7,825,9296.97,24,Reforma,0,0
59,PA,Ensino Superior,1381.88,23,633,14289.25,36,Reforma,7,1
62,PA,Ensino Superior,4802.41,20,683,11457.16,36,Saúde,1,1
24,MS,Ensino Médio,5925.27,6,647,12158.41,12,Outros,0,1
18,DF,Ensino Médio,2546.93,2,787,5820.7,24,Educação,2,0
47,TO,Ensino Médio,4103.02,1,639,20401.55,36,Veículo,0,0
61,RS,Ensino Superior,2208.78,18,696,14955.1,18,Veículo,2,1
64,CE,Ensino Médio,13512.15,6,780,13812.09,24,Saúde,2,1
35,ES,Ensino Superior,3790.63,20,617,13721.85,60,Outros,5,0
67,PE,Ensino Fundamental,8286.27,18,626,4836.35,48,Educação,2,0
24,PI,Pós-graduação,4113.51,14,624,27351.81,60,Saúde,2,1
36,GO,Ensino Médio,2303.23,14,693,5058.75,18,Veículo,6,0
75,AL,Ensino Médio,7919.07,17,825,13243.64,24,Reforma,0,0
30,SE,Ensino Superior,5172.59,15,599,10628.38,36,Veículo,2,0
69,PA,Ensino Médio,7257.28,11,569,10965.85,36,Veículo,1,0
29,DF,Ensino Médio,2044.99,23,705,5938.35,6,Educação,1,1
61,PB,Ensino Médio,2217.59,2,689,25226.76,36,Educação,2,1
64,TO,Ensino Superior,5873.99,6,656,4644.08,12,Outros,0,0
55,AL,Ensino Médio,6517.26,13,827,14987.56,36,Viagem,4,0
44,RS,Pós-graduação,6471.94,3,521,17094.44,48,Reforma,4,1
20,BA,Ensino Fundamental,2689.34,18,647,19980.83,36,Outros,1,0
32,MT,Ensino Superior,4374.77,21,704,10420.68,48,Educação,0,0
53,DF,Ensino Superior,6958.34,23,521,50000.0,60,Saúde,5,0
33,MG,Ensino Médio,4720.24,2,695,29497.62,12,Educação,7,0
46,AC,Ensino Superior,2912.67,7,588,16438.07,6,Outros,0,0
53,MG,Ensino Superior,1835.45,23,722,25825.41,60,Outros,7,0
65,PE,Ensino Superior,1721.48,4,562,11208.12,36,Veículo,2,1
37,AL,Ensino Médio,14273.95,19,748,10201.31,60,Educação,0,0
31,MA,Ensino Médio,500.0,18,729,3997.91,12,Viagem,2,0
59,PB,Ensino Médio,6604.33,12,728,11804.86,48,Veículo,0,0
24,PB,Pós-graduação,1979.6,11,581,20469.97,12,Outros,4,1
18,AC,Ensino Superior,910.1,1,714,8478.63,12,Reforma,0,0
37,AC,Ensino Médio,3294.44,8,579,12835.64,6,Veículo,2,0
39,PB,Ensino Médio,5210.98,20,681,4202.18,24,Outros,2,0
27,AM,Pós-graduação,6530.17,11,579,14724.61,12,Reforma,2,0
36,PA,Ensino Superior,3317.6,10,840,11272.16,48,Saúde,2,0
28,SE,Ensino Fundamental,3389.01,15,547,7601.76,24,Educação,1,1
26,MG,Ensino Superior,2894.93,2,637,7734.95,36,Viagem,2,0
37,AL,Ensino Médio,3853.89,6,579,9137.06,6,Reforma,4,1
43,RJ,Ensino Médio,3085.6,13,729,9829.83,36,Veículo,5,0
39,PB,Ensino Médio,3870.74,2,746,7975.32,18,Outros,2,0
52,MA,Ensino Médio,4768.51,23,656,25368.38,18,Outros,4,1
67,SE,Ensino Médio,3647.24,15,736,14172.82,48,Veículo,1,1
54,SP,Ensino Médio,1914.98,1,799,8475.43,24,Educação,0,0
27,RO,Pós-graduação,4629.95,1,609,8171.52,6,Veículo,3,0
58,AL,Ensino Médio,2303.24,17,688,11226.48,24,Veículo,0,0
22,AM,Ensino Médio,3358.68,9,573,13244.09,48,Outros,4,1
23,SP,Ensino Médio,3704.22,22,614,14802.23,12,Outros,1,1
51,DF,Ensino Superior,4674.63,17,671,12090.88,6,Veículo,1,0
34,AL,Ensino Fundamental,3206.49,2,662,12288.92,36,Veículo,0,0
29,PR,Ensino Médio,3839.39,15,667,14795.36,60,Reforma,3,1
34,AC,Ensino Médio,4224.13,7,785,6767.13,48,Educação,2,0
70,SE,Ensino Médio,4442.75,4,686,15722.35,36,Outros,1,0
63,RJ,Ensino Superior,1838.3,8,586,11052.78,36,Educação,0,1
41,RR,Ensino Médio,4741.23,24,590,9420.29,18,Saúde,2,0
69,DF,Ensino Médio,3323.34,8,598,11962.84,24,Saúde,4,1
26,PI,Ensino Médio,10105.87,19,669,8047.31,48,Reforma,1,0
61,MG,Ensino Superior,3099.49,14,824,16045.97,60,Veículo,1,0
68,PE,Ensino Superior,7260.27,16,806,4001.92,36,Veículo,2,0
27,BA,Ensino Superior,7126.76,15,584,14232.38,24,Outros,0,0
63, AL ,Pós-graduação,6824.88,19,612,7170.27,12,Veículo,0,0
53,RR,Ensino Médio,3213.52,1,535,22267.71,36,Reforma,3,1
57,PB,Ensino Superior,10228.63,17,638,5345.55,48,Outros,0,0
39,AC,Ensino Médio,5811.66,6,659,13703.29,48,Saúde,1,0
73,AC,Pós-graduação,3164.84,18,583,6679.56,18,Reforma,3,1
20,RS,Ensino Fundamental,1285.52,3,654,8900.92,24,Outros,1,1
33,PR,Ensino Médio,5606.59,7,603,12387.18,48,Outros,0,0
41,ES,Ensino Superior,5376.99,18,613,13039.74,6,Educação,1,0
37,MG,Ensino Médio,3530.65,5,650,12022.22,6,Outros,1,1
22,BA,Ensino Médio,10511.8,8,750,9371.77,36,Educação,0,0
42,CE,Ensino Médio,10192.08,11,761,15978.89,6,Educação,1,0
55,MG,Ensino Superior,1071.18,24,698,11812.93,36,Reforma,2,0
37,MA,Ensino Médio,4863.83,17,492,4394.97,48,Veículo,2,0
70, MA ,Ensino Superior,1179.83,16,577,17701.7,48,Reforma,4,1
65,BA,Ensino Médio,3502.87,24,768,23075.8,12,Viagem,0,0
71,RS,Ensino Superior,5781.83,3,612,10642.34,36,Viagem,5,1
47,PR,Ensino Médio,1327.26,3,672,13402.0,60,Veículo,0,1
19,GO,Ensino Médio,7534.67,8,668,15853.22,60,Veículo,0,0
70,PB,Ensino Superior,1689.45,12,633,11069.65,12,Saúde,0,1
36,GO,Ensino Médio,1787.89,24,533,9853.46,12,Veículo,1,1
23,PB,Ensino Superior,2058.79,4,762,25683.83,60,Veículo,0,0
37,TO,Ensino Superior,4468.26,20,569,18788.55,12,Educação,1,0
50,RS,Ensino Fundamental,6235.42,15,549,12848.87,12,Educação,0,1
33,AM,Ensino Superior,5474.75,14,574,11410.93,6,Veículo,1,1
72,RO,Ensino Superior,5078.23,15,679,9656.26,36,Viagem,1,0
22,RN,Ensino Superior,2215.48,6,696,24250.72,48,Veículo,2,0
58,SP,Ensino Superior,5407.52,22,603,19261.88,12,Veículo,1,1
41,PR,Ensino Médio,7772.09,24,829,8135.48,36,Educação,0,0
28,RJ,Pós-graduação,9407.99,7,625,23335.45,48,Veículo,1,0
30,SC,Pós-graduação,8563.02,6,656,13695.08,18,Veículo,0,0
62,TO,Ensino Superior,6020.17,4,594,16397.53,60,Outros,1,0
21,DF,Ensino Superior,2496.07,13,677,16184.47,6,Viagem,0,0
50,AM,Ensino Superior,1645.79,15,509,12524.84,18,Outros,7,1
32,RJ,Ensino Superior,3110.37,17,669,15467.63,18,Veículo,5,0
37,AM,Ensino Fundamental,8044.9,4,699,9695.21,12,Outros,6,1
24,ES,Pós-graduação,1996.03,8,730,9506.1,12,Reforma,5,1
29,MT,Pós-graduação,4863.28,23,643,9616.55,60,Educação,1,0
32,SP,Pós-graduação,2420.44,13,737,14593.48,60,Veículo,0,0
33,DF,Ensino Médio,6317.11,8,494,7979.12,18,Saúde,6,1
35,AP,Pós-graduação,4706.61,6,674,21064.47,24,Reforma,2,0
20,SP,Ensino Médio,3890.39,4,750,21964.41,24,Outros,2,0
63,AP,Ensino Fundamental,4607.71,14,430,5977.26,18,Veículo,0,0
18,BA,Ensino Superior,4588.84,8,653,9831.48,36,Viagem,3,0
39,SC,Ensino Superior,5549.75,7,524,20536.83,36,Veículo,1,0
56,AL,Ensino Médio,3813.62,17,653,36050.85,12,Saúde,4,1
39,BA,Ensino Médio,3506.14,24,680,24792.32,24,Veículo,2,1
73,AL,Ensino Médio,2568.35,11,732,20021.33,12,Educação,6,1
43,SC,Ensino Superior,4352.75,4,691,4773.81,60,Educação,3,0
68,RO,Pós-graduação,4404.73,15,691,12511.6,12,Outros,3,0
37,MA,Ensino Médio,11899.79,17,583,20681.76,60,Educação,1,1
70,PI,Ensino Superior,4376.54,10,677,10578.81,48,Outros,0,0
75,AP,Ensino Superior,7545.62,24,706,19344.36,36,Reforma,0,0
27,ES,Ensino Superior,8722.55,10,720,7441.13,36,Veículo,4,0
40,AC,Pós-graduação,7015.53,14,689,17839.31,24,Veículo,2,0
66,PB,Ensino Superior,8518.84,1,644,11239.93,48,Viagem,2,1
50,GO,Pós-graduação,2747.8,3,780,10736.12,36,Veículo,3,1
55,MT,Ensino Médio,2778.03,4,737,34292.74,60,Viagem,4,1
30,GO,Ensino Superior,2874.02,4,500,13244.21,36,Viagem,0,1
65,SP,Ensino Superior,8028.52,14,689,14824.33,36,Outros,1,0
48,AM,Ensino Médio,2123.72,16,673,42028.82,18,Outros,0,0
45,RN,Ensino Superior,3528.04,3,592,27175.35,12,Outros,2,1
58,RR,Ensino Médio,5856.68,10,620,8560.73,12,Outros,0,0
26,RJ,Ensino Superior,12816.87,6,564,13226.33,36,Veículo,1,0
53,PI,Ensino Superior,6284.56,2,616,15624.55,36,Reforma,5,0
20,MT,Ensino Superior,2398.98,11,675,10576.54,12,Reforma,0,0
47,CE,Ensino Médio,2715.16,7,559,10686.74,12,Outros,0,1
32,AP,Ensino Superior,2716.92,18,568,18912.03,18,Outros,5,1
41,MA,Ensino Médio,4317.95,13,645,18521.34,36,Viagem,0,1
60,AM,Pós-graduação,19933.95,3,696,4124.59,12,Veículo,0,0
33,RN,Pós-graduação,5889.42,2,641,13280.44,24,Veículo,4,1
47,RJ,Ensino Médio,8033.09,25,693,7939.02,36,Veículo,3,0
46,CE,Ensino Médio,2342.19,3,607,10224.66,36,Educação,2,1
53,SC,Ensino Fundamental,13883.19,6,777,4372.69,18,Outros,0,0
29,PI,Ensino Fundamental,10628.77,2,584,16636.93,48,Veículo,2,0
28,AM,Ensino Médio,2191.39,22,610,7372.19,36,Saúde,0,0
35,AC,Ensino Superior,4066.98,24,687,9487.65,24,Educação,3,1
62,PB,Ensino Médio,3480.77,10,651,37260.93,60,Viagem,2,0
28,AL,Ensino Superior,2521.24,1,613,22301.57,12,Veículo,2,0
69,SP,Ensino Médio,3038.4,7,705,21449.19,6,Veículo,6,1
54,RS,Ensino Superior,8782.63,25,673,13551.84,36,Reforma,2,0
34,CE,Ensino Superior,960.17,2,743,16243.78,60,Veículo,3,0
23,PI,Ensino Superior,900.0,4,589,9040.59,36,Veículo,0,1
59,SE,Ensino Médio,6477.53,14,517,20107.45,36,Veículo,6,1
33,PB,Ensino Médio,10978.04,8,544,13318.74,36,Reforma,0,0
22,PE,Ensino Médio,2510.56,18,516,4173.36,36,Reforma,0,1
35,MT,Ensino Médio,1647.8,22,644,14328.96,24,Viagem,1,1
60,PA,Ensino Médio,1782.14,11,585,10159.29,60,Viagem,0,0
19,PI,Ensino Fundamental,4043.64,3,593,6712.48,18,Viagem,4,1
58,MG,Ensino Médio,6153.82,17,640,6819.75,36,Saúde,3,0
21,ES,Ensino Superior,4394.63,9,748,5099.66,48,Viagem,0,0
35,AL,Ensino Superior,8937.66,6,730,11042.65,12,Reforma,0,0
33,RO,Pós-graduação,14995.03,21,629,23086.63,12,Educação,4,0
29,ES,Ensino Médio,6940.19,3,532,11835.36,36,Outros,0,0
39,TO,Ensino Superior,2873.94,3,507,11602.81,18,Reforma,5,1
59,RJ,Pós-graduação,7611.11,18,610,8510.24,24,Reforma,0,0
60,RJ,Ensino Fundamental,1367.43,14,769,9565.08,48,Outros,5,0
28,MG,Ensino Superior,2379.77,25,677,16614.76,12,Outros,0,1
23,AL,Ensino Superior,3587.25,2,535,17462.47,18,Saúde,3,0
37,PE,Ensino Médio,13883.34,2,457,13393.94,24,Viagem,0,1
37,PE,Ensino Superior,4229.63,10,724,9453.2,36,Veículo,0,0
51,PE,Pós-graduação,3124.78,5,743,13958.36,18,Veículo,0,0
23,PB,Ensino Superior,5071.68,1,647,15273.37,36,Educação,0,0
22,ES,Ensino Médio,4273.16,7,671,8344.66,18,Outros,0,1
75,BA,Pós-graduação,3584.56,15,497,26872.4,36,Educação,1,1
56,SP,Ensino Superior,3482.97,13,622,15651.43,24,Veículo,0,1
29,MG,Ensino Superior,10301.96,9,546,20254.9,60,Outros,1,1
48,MA,Ensino Médio,5089.29,8,613,9599.05,36,Veículo,0,0
26,AP,Ensino Médio,2864.47,8,663,6662.5,12,Saúde,5,1
69,PA,Ensino Médio,5048.54,25,693,22157.15,24,Reforma,0,0
59,SC,Ensino Superior,7199.66,4,835,13331.27,12,Educação,3,0
27,BA,Ensino Médio,1602.81,21,538,10355.28,36,Veículo,1,0
54,SE,Ensino Médio,2333.58,5,580,4191.73,18,Reforma,5,0
74,AL,Ensino Superior,2933.75,23,553,23755.55,24,Saúde,0,0
56,SC,Ensino Superior,1583.89,14,550,17733.98,48,Saúde,1,0
55,GO,Ensino Superior,2692.95,4,668,17874.17,18,Veículo,4,1
71,MT,Ensino Médio,2214.16,18,542,21509.37,12,Outros,2,1
23,PI,Ensino Superior,1368.36,4,631,6021.17,24,Reforma,0,0
20,PR,Ensino Superior,1968.38,18,572,13332.78,18,Veículo,1,1
26,AM,Ensino Médio,4481.72,4,599,19389.45,60,Reforma,0,0
34,CE,Ensino Médio,3357.11,11,596,9409.85,24,Saúde,0,0
23,SC,Ensino Superior,9158.35,11,743,9096.99,36,Saúde,0,0
68,AM,Ensino Fundamental,5908.06,7,676,9918.09,18,Saúde,3,0
48,CE,Ensino Superior,12917.55,10,596,11637.72,36,Viagem,0,0
18,ES,Ensino Médio,2125.21,1,582,33368.26,48,Outros,3,0
61,RO,Ensino Superior,11341.38,17,842,29080.91,36,Reforma,5,0
44,BA,Ensino Superior,1651.85,9,579,12532.54,36,Reforma,4,1
63,SC,Ensino Superior,4973.74,11,698,18965.7,24,Veículo,0,0
52,AL,Pós-graduação,4227.96,1,640,7801.85,24,Veículo,4,0
63,BA,Ensino Médio,1569.65,4,554,30549.64,18,Veículo,1,1
48,MG,Ensino Médio,3865.94,11,676,7427.4,36,Reforma,2,1
69,AM,Ensino Médio,3895.4,22,829,9214.16,24,Educação,5,1
68,SP,Ensino Superior,3959.79,21,620,11132.4,24,Veículo,0,0
46,AC,Ensino Superior,2540.87,1,497,11757.21,18,Outros,2,1
